9	3	0	-236.621	3.880
9	3	1	-178.055	4.048
9	3	2	-298.144	4.058
9	3	3	-260.975	3.866
10	0	0	-417.440	4.101
10	0	1	-265.950	4.071
10	0	2	-332.832	3.952
10	0	3	-456.516	4.027
10	1	0	-417.440	4.101
10	1	1	-265.950	4.071
10	1	2	-332.832	3.952
10	1	3	-456.516	4.027
10	2	0	-417.440	4.101
10	2	1	-265.950	4.071
10	2	2	-332.832	3.952
10	2	3	-456.516	4.027
10	3	0	-417.440	4.101
10	3	1	-265.950	4.071
10	3	2	-332.832	3.952
10	3	3	-456.516	4.027
11	0	0	-423.127	3.987
11	0	1	-309.473	3.921
11	0	2	-300.000	3.910
11	0	3	-285.337	3.851
11	1	0	-423.127	3.987
11	1	1	-309.473	3.921
11	1	2	-300.000	3.910
11	1	3	-285.337	3.851
11	2	0	-423.127	3.987
11	2	1	-309.473	3.921
11	2	2	-300.000	3.910
11	2	3	-285.337	3.851
11	3	0	-423.127	3.987
11	3	1	-309.473	3.921
11	3	2	-300.000	3.910
11	3	3	-285.337	3.851
